RegionID,SizeRank,RegionName,RegionType,StateName,BaseDate,2022-05-31,2022-07-31,2023-04-30
394890,335,"Mount Vernon, WA",Msa,WA,2022-04-30,0.4,4.2,12.8
394307,336,"Albany, OR",Msa,OR,2022-04-30,1.5,4.8,13.5
395213,337,"Watertown, NY",Msa,NY,2022-04-30,1.4,3.1,5.3
395225,338,"Williamsport, PA",Msa,PA,2022-04-30,1.2,4.6,9.4
394474,339,"Cleveland, TN",Msa,TN,2022-04-30,1.0,4.6,12.5
395089,340,"Sheboygan, WI",Msa,WI,2022-04-30,2.0,5.5,11.3
394390,341,"Bismarck, ND",Msa,ND,2022-04-30,1.0,2.9,4.3
394949,342,"Owensboro, KY",Msa,KY,2022-04-30,1.0,3.6,9.9
394546,343,"Dunn, NC",Msa,NC,2022-04-30,2.1,6.0,13.5
395237,344,"Wooster, OH",Msa,OH,2022-04-30,,6.2,14.7
394880,345,"Morristown, TN",Msa,TN,2022-04-30,3.0,6.7,13.6
394734,346,"Kankakee, IL",Msa,IL,2022-04-30,1.0,3.4,7.8
394423,347,"Brunswick, GA",Msa,GA,2022-04-30,2.1,5.8,11.8
394932,348,"Ogdensburg, NY",Msa,NY,2022-04-30,2.3,7.0,13.5
395054,349,"San Angelo, TX",Msa,TX,2022-04-30,0.8,3.2,6.7
394857,350,"Michigan City, IN",Msa,IN,2022-04-30,1.7,4.2,10.1
753890,351,"Holland, MI",Msa,MI,2022-04-30,0.9,3.4,10.0
395218,352,"Wenatchee, WA",Msa,WA,2022-04-30,1.0,4.7,12.9
394778,353,"Lawrence, KS",Msa,KS,2022-04-30,1.4,5.4,12.0
394524,354,"Decatur, IL",Msa,IL,2022-04-30,0.7,3.2,6.8
394867,355,"Missoula, MT",Msa,MT,2022-04-30,1.0,6.0,18.7
753915,356,"Salem, OH",Msa,OH,2022-04-30,0.6,2.7,7.0
394369,357,"Bay City, MI",Msa,MI,2022-04-30,0.9,3.7,9.7
394788,358,"Lewiston, ME",Msa,ME,2022-04-30,1.0,4.9,13.3
395039,359,"Roseburg, OR",Msa,OR,2022-04-30,1.8,5.4,14.0
395139,360,"Sumter, SC",Msa,SC,2022-04-30,1.5,4.3,8.9
394852,361,"Meridian, MS",Msa,MS,2022-04-30,0.7,2.6,3.8
395095,361,"Show Low, AZ",Msa,AZ,2022-04-30,2.1,6.5,17.7
394396,363,"Bluefield, WV",Msa,WV,2022-04-30,0.7,2.9,5.9
394518,364,"Danville, VA",Msa,VA,2022-04-30,0.8,2.9,6.2
394794,365,"Lima, OH",Msa,OH,2022-04-30,1.6,4.9,11.2
394495,366,"Cookeville, TN",Msa,TN,2022-04-30,2.0,6.4,14.7
753872,367,"California-Lexington Park, MD",Msa,MD,2022-04-30,1.3,3.9,7.8
394620,368,"Gadsden, AL",Msa,AL,2022-04-30,1.1,5.6,13.6
394513,369,"Cumberland, MD",Msa,MD,2022-04-30,2.4,6.2,9.4
394804,370,"Longview, WA",Msa,WA,2022-04-30,1.4,4.6,13.0
395222,371,"Whitewater, WI",Msa,WI,2022-04-30,0.9,3.6,9.9
394599,372,"Fond du Lac, WI",Msa,WI,2022-04-30,0.3,2.8,8.5
394709,373,"Ithaca, NY",Msa,NY,2022-04-30,1.4,4.6,7.8
394340,374,"Ashtabula, OH",Msa,OH,2022-04-30,2.9,7.6,13.0
394630,375,"Gettysburg, PA",Msa,PA,2022-04-30,1.1,3.4,6.9
394980,376,"Pine Bluff, AR",Msa,AR,2022-04-30,0.8,3.2,7.2
395168,377,"Tullahoma, TN",Msa,TN,2022-04-30,2.7,7.5,16.5
395023,378,"Richmond, KY",Msa,KY,2022-04-30,1.3,4.3,9.5
394302,379,"Adrian, MI",Msa,MI,2022-04-30,1.5,4.6,10.4
395173,380,"Twin Falls, ID",Msa,ID,2022-04-30,2.0,7.0,19.3
394501,381,"Corning, NY",Msa,NY,2022-04-30,,4.2,7.2
395080,382,"Sebring, FL",Msa,FL,2022-04-30,2.2,6.9,16.7
395166,383,"Truckee, CA",Msa,CA,2022-04-30,0.2,3.1,9.3
394953,384,"Paducah, KY",Msa,KY,2022-04-30,1.4,3.4,7.3
394637,385,"Grand Forks, ND",Msa,ND,2022-04-30,1.1,3.7,5.4
395090,386,"Shelby, NC",Msa,NC,2022-04-30,2.2,5.5,10.1
394580,387,"Fairbanks, AK",Msa,AK,2022-04-30,0.5,2.0,3.4
394928,388,"Ocean City, NJ",Msa,NJ,2022-04-30,1.7,6.1,14.7
394823,389,"Mankato, MN",Msa,MN,2022-04-30,1.2,3.8,7.8
395038,390,"Rome, GA",Msa,GA,2022-04-30,0.5,4.1,12.5
394441,391,"Cape Girardeau, MO",Msa,MO,2022-04-30,1.7,4.6,10.1
394689,392,"Hot Springs, AR",Msa,AR,2022-04-30,1.6,5.7,14.2
394655,393,"Greenwood, SC",Msa,SC,2022-04-30,0.9,3.1,7.3
395140,394,"Sunbury, PA",Msa,PA,2022-04-30,0.6,2.7,6.8
394469,395,"Clarksburg, WV",Msa,WV,2022-04-30,0.7,2.7,6.2
395190,396,"Victoria, TX",Msa,TX,2022-04-30,2.9,10.2,21.2
395145,397,"Talladega, AL",Msa,AL,2022-04-30,0.9,3.5,8.2
394542,398,"Dubuque, IA",Msa,IA,2022-04-30,2.5,7.6,14.4
395153,399,"The Villages, FL",Msa,FL,2022-04-30,3.0,7.4,14.7
394311,400,"Albertville, AL",Msa,AL,2022-04-30,2.1,5.4,12.4
394821,401,"Manhattan, KS",Msa,KS,2022-04-30,0.6,2.6,5.5
394964,402,"Parkersburg, WV",Msa,WV,2022-04-30,1.6,4.7,9.1
394911,403,"New Philadelphia, OH",Msa,OH,2022-04-30,1.0,3.6,7.2
394942,404,"Orangeburg, SC",Msa,SC,2022-04-30,0.8,2.8,5.4
394462,405,"Cheyenne, WY",Msa,WY,2022-04-30,1.5,4.5,8.7
394907,406,"New Castle, PA",Msa,PA,2022-04-30,2.5,6.1,11.3
394410,407,"Brainerd, MN",Msa,MN,2022-04-30,1.6,4.4,11.9
394733,408,"Kalispell, MT",Msa,MT,2022-04-30,2.4,8.5,23.4
395086,409,"Sevierville, TN",Msa,TN,2022-04-30,1.2,6.7,19.5
394325,410,"Ames, IA",Msa,IA,2022-04-30,0.5,2.3,4.9
394407,411,"Bozeman, MT",Msa,MT,2022-04-30,0.3,3.4,11.7
394882,412,"Moses Lake, WA",Msa,WA,2022-04-30,0.5,3.7,13.5
394704,413,"Indiana, PA",Msa,PA,2022-04-30,0.5,2.6,6.1
394568,414,"Elmira, NY",Msa,NY,2022-04-30,0.1,1.8,7.9
394847,415,"Meadville, PA",Msa,PA,2022-04-30,0.8,3.1,7.0
394373,416,"Beaver Dam, WI",Msa,WI,2022-04-30,1.4,4.6,11.5
753912,417,"Pinehurst-Southern Pines, NC",Msa,NC,2022-04-30,1.9,6.6,15.5
395175,418,"Ukiah, CA",Msa,CA,2022-04-30,0.0,2.0,5.9
753887,419,"Hermiston-Pendleton, OR",Msa,OR,2022-04-30,1.3,4.1,11.0
394809,420,"Lufkin, TX",Msa,TX,2022-04-30,0.9,3.5,7.7
395248,421,"Zanesville, OH",Msa,OH,2022-04-30,1.4,5.1,13.0
394505,422,"Corvallis, OR",Msa,OR,2022-04-30,1.4,4.8,12.2
394395,423,"Bloomsburg, PA",Msa,PA,2022-04-30,0.5,2.3,5.9
394776,424,"Laurel, MS",Msa,MS,2022-04-30,1.0,3.3,6.4
395042,425,"Russellville, AR",Msa,AR,2022-04-30,1.5,2.8,7.4
394411,426,"Branson, MO",Msa,MO,2022-04-30,2.8,7.5,15.1
395212,427,"Watertown, WI",Msa,WI,2022-04-30,1.0,3.9,9.8
394859,428,"Midland, MI",Msa,MI,2022-04-30,1.1,4.0,10.7
394941,429,"Opelousas, LA",Msa,LA,2022-04-30,0.8,3.0,5.8
394988,430,"Pocatello, ID",Msa,ID,2022-04-30,2.4,6.5,16.6
394755,431,"Kokomo, IN",Msa,IN,2022-04-30,1.3,4.1,9.8
394641,432,"Grants Pass, OR",Msa,OR,2022-04-30,0.3,2.7,9.0
394699,433,"Huntsville, TX",Msa,TX,2022-04-30,1.0,3.7,8.8
394986,434,"Plattsburgh, NY",Msa,NY,2022-04-30,1.7,4.5,8.4
394638,435,"Grand Island, NE",Msa,NE,2022-04-30,0.7,3.1,7.7
394541,436,"DuBois, PA",Msa,PA,2022-04-30,0.7,2.6,5.8
394516,437,"Danville, IL",Msa,IL,2022-04-30,0.7,2.9,4.9
394822,438,"Manitowoc, WI",Msa,WI,2022-04-30,1.3,4.7,10.4
394644,439,"Great Falls, MT",Msa,MT,2022-04-30,1.8,5.3,11.9
395231,440,"Wilson, NC",Msa,NC,2022-04-30,1.6,4.3,11.1
394511,441,"Cullman, AL",Msa,AL,2022-04-30,2.7,5.5,11.4
394936,442,"Olean, NY",Msa,NY,2022-04-30,2.5,6.1,13.2
394350,443,"Auburn, NY",Msa,NY,2022-04-30,0.9,3.5,7.9
394999,444,"Portsmouth, OH",Msa,OH,2022-04-30,0.8,3.1,6.3
394345,445,"Athens, TX",Msa,TX,2022-04-30,3.1,9.1,19.2
394925,446,"Oak Harbor, WA",Msa,WA,2022-04-30,0.9,4.5,12.2
394465,447,"Chillicothe, OH",Msa,OH,2022-04-30,0.6,2.9,7.6
394682,448,"Hinesville, GA",Msa,GA,2022-04-30,1.4,4.2,8.4
395106,449,"Somerset, PA",Msa,PA,2022-04-30,0.6,2.7,6.3
395205,450,"Warsaw, IN",Msa,IN,2022-04-30,1.2,4.2,9.3
395133,451,"Stillwater, OK",Msa,OK,2022-04-30,1.4,3.8,7.5
395010,452,"Quincy, IL",Msa,IL,2022-04-30,1.7,4.1,7.0
394738,453,"Keene, NH",Msa,NH,2022-04-30,1.6,4.7,11.1
395062,454,"Sandusky, OH",Msa,OH,2022-04-30,2.8,7.2,13.1
395077,455,"Searcy, AR",Msa,AR,2022-04-30,1.6,4.0,7.4
394489,456,"Columbus, IN",Msa,IN,2022-04-30,1.1,3.8,8.5
395027,457,"Roanoke Rapids, NC",Msa,NC,2022-04-30,0.7,3.1,7.5
394452,458,"Centralia, WA",Msa,WA,2022-04-30,0.8,4.2,12.4
394445,459,"Casper, WY",Msa,WY,2022-04-30,1.3,3.8,6.3
394675,460,"Helena, MT",Msa,MT,2022-04-30,1.6,4.2,11.2
394593,461,"Findlay, OH",Msa,OH,2022-04-30,1.2,3.9,9.0
753928,462,"Wisconsin Rapids-Marshfield, WI",Msa,WI,2022-04-30,1.3,4.5,9.6
394955,463,"Palatka, FL",Msa,FL,2022-04-30,1.9,5.5,14.2
395085,464,"Seneca, SC",Msa,SC,2022-04-30,2.0,5.8,13.7
394884,465,"Mount Airy, NC",Msa,NC,2022-04-30,0.8,3.2,7.8
753881,466,"Glenwood Springs, CO",Msa,CO,2022-04-30,1.5,5.4,12.4
394744,467,"Key West, FL",Msa,FL,2022-04-30,2.9,7.9,15.2
394298,468,"Aberdeen, WA",Msa,WA,2022-04-30,2.0,6.6,19.1
394626,469,"Gallup, NM",Msa,NM,2022-04-30,0.6,2.9,6.9
394994,470,"Port Angeles, WA",Msa,WA,2022-04-30,2.2,6.5,17.2
753883,471,"Greenfield Town, MA",Msa,MA,2022-04-30,1.1,4.3,9.9
394897,473,"Muskogee, OK",Msa,OK,2022-04-30,0.8,2.6,5.5
394614,474,"Frankfort, KY",Msa,KY,2022-04-30,1.1,3.8,7.7
394950,475,"Owosso, MI",Msa,MI,2022-04-30,1.9,6.1,12.6
394885,476,"Mount Pleasant, MI",Msa,MI,2022-04-30,0.6,3.3,8.0
395126,477,"Statesboro, GA",Msa,GA,2022-04-30,1.5,5.8,11.2
394826,478,"Marion, IN",Msa,IN,2022-04-30,0.7,3.6,8.6
395132,479,"Stevens Point, WI",Msa,WI,2022-04-30,0.6,3.2,8.4
394866,480,"Minot, ND",Msa,ND,2022-04-30,1.0,3.6,3.6
395088,481,"Shawnee, OK",Msa,OK,2022-04-30,1.0,4.1,8.5
394922,482,"North Wilkesboro, NC",Msa,NC,2022-04-30,1.0,4.0,11.5
395021,483,"Richmond, IN",Msa,IN,2022-04-30,0.8,3.2,6.4
394647,484,"Greeneville, TN",Msa,TN,2022-04-30,3.5,7.2,16.9
394836,485,"Martinsville, VA",Msa,VA,2022-04-30,0.8,3.1,5.9
394600,486,"Forest City, NC",Msa,NC,2022-04-30,1.3,4.1,9.8
394764,487,"Lake City, FL",Msa,FL,2022-04-30,1.3,3.8,8.5
394736,488,"Kapaa, HI",Msa,HI,2022-04-30,3.6,8.8,17.2
394829,489,"Marquette, MI",Msa,MI,2022-04-30,0.6,2.8,7.3
394762,490,"LaGrange, GA",Msa,GA,2022-04-30,2.5,7.5,14.6
394827,491,"Marion, OH",Msa,OH,2022-04-30,0.8,3.0,7.5
394877,492,"Morehead City, NC",Msa,NC,2022-04-30,2.1,7.1,16.3
394752,493,"Klamath Falls, OR",Msa,OR,2022-04-30,1.3,5.6,13.1
394825,494,"Marinette, WI",Msa,WI,2022-04-30,0.7,3.1,8.4
395040,495,"Roswell, NM",Msa,NM,2022-04-30,0.9,3.5,8.8
394832,496,"Marshall, TX",Msa,TX,2022-04-30,0.7,2.6,5.1
394587,497,"Farmington, MO",Msa,MO,2022-04-30,0.5,3.0,9.3
394456,498,"Charleston, IL",Msa,IL,2022-04-30,0.5,2.8,5.1
394343,499,"Athens, OH",Msa,OH,2022-04-30,0.6,3.0,6.8
394683,500,"Hobbs, NM",Msa,NM,2022-04-30,0.4,2.4,6.6
394472,501,"Clearlake, CA",Msa,CA,2022-04-30,0.9,2.7,8.5
394899,502,"Nacogdoches, TX",Msa,TX,2022-04-30,0.7,2.9,6.2
394701,503,"Hutchinson, KS",Msa,KS,2022-04-30,0.6,2.8,5.6
394586,504,"Faribault, MN",Msa,MN,2022-04-30,0.9,3.1,8.1
394562,505,"Elizabeth City, NC",Msa,NC,2022-04-30,0.8,3.1,7.7
753891,506,"Ionia, MI",Msa,MI,2022-04-30,1.2,5.0,11.2
394305,507,"Alamogordo, NM",Msa,NM,2022-04-30,0.7,3.0,8.0
395016,508,"Red Bluff, CA",Msa,CA,2022-04-30,-0.2,2.9,6.2
394693,509,"Hudson, NY",Msa,NY,2022-04-30,1.4,5.8,11.2
395105,510,"Somerset, KY",Msa,KY,2022-04-30,0.9,3.3,7.9
394496,511,"Coos Bay, OR",Msa,OR,2022-04-30,1.8,5.9,14.6
395199,512,"Walla Walla, WA",Msa,WA,2022-04-30,0.5,2.4,9.1
395071,513,"Sayre, PA",Msa,PA,2022-04-30,0.5,2.5,5.8
394939,514,"Oneonta, NY",Msa,NY,2022-04-30,0.6,2.6,6.2
394605,515,"Fort Madison, IA",Msa,IA,2022-04-30,0.6,2.6,5.0
394360,516,"Baraboo, WI",Msa,WI,2022-04-30,2.1,5.3,10.8
753903,517,"Marietta, OH",Msa,OH,2022-04-30,0.8,3.5,8.2
395049,518,"Salina, KS",Msa,KS,2022-04-30,0.5,2.7,6.0
395044,519,"Rutland, VT",Msa,VT,2022-04-30,1.0,3.1,6.8
753866,520,"Big Stone Gap, VA",Msa,VA,2022-04-30,0.8,3.0,5.2
395136,521,"Sturgis, MI",Msa,MI,2022-04-30,1.6,4.2,11.6
395024,522,"Rio Grande City, TX",Msa,TX,2022-04-30,0.6,2.4,5.0
394618,523,"Fremont, OH",Msa,OH,2022-04-30,0.7,3.2,7.4
394889,524,"Mount Vernon, OH",Msa,OH,2022-04-30,1.0,3.8,10.1
394787,525,"Lewiston, ID",Msa,ID,2022-04-30,0.6,3.0,10.0
395092,526,"Shelton, WA",Msa,WA,2022-04-30,0.0,3.4,13.2
394309,527,"Albemarle, NC",Msa,NC,2022-04-30,1.7,4.7,10.9
394570,528,"Enid, OK",Msa,OK,2022-04-30,0.8,2.7,4.2
753893,529,"Jefferson, GA",Msa,GA,2022-04-30,1.3,6.6,17.8
394629,530,"Georgetown, SC",Msa,SC,2022-04-30,2.1,6.7,15.1
394759,531,"Laconia, NH",Msa,NH,2022-04-30,1.9,6.1,14.3
394365,532,"Batavia, NY",Msa,NY,2022-04-30,0.9,3.3,8.4
753910,533,"Oxford, NC",Msa,NC,2022-04-30,1.0,3.9,12.3
394490,534,"Columbus, MS",Msa,MS,2022-04-30,0.8,3.0,6.1
394923,535,"Norwalk, OH",Msa,OH,2022-04-30,0.6,2.7,7.2
394362,536,"Barre, VT",Msa,VT,2022-04-30,-0.2,0.9,6.1
394750,537,"Kinston, NC",Msa,NC,2022-04-30,0.9,3.3,8.8
395131,538,"Sterling, IL",Msa,IL,2022-04-30,0.5,2.4,4.4
394956,539,"Palestine, TX",Msa,TX,2022-04-30,0.8,2.9,6.1
394540,540,"Dublin, GA",Msa,GA,2022-04-30,0.8,3.6,9.0
395189,541,"Vicksburg, MS",Msa,MS,2022-04-30,0.6,2.3,4.8
394989,542,"Point Pleasant, WV",Msa,WV,2022-04-30,0.8,3.2,7.0
395063,543,"Sanford, NC",Msa,NC,2022-04-30,3.0,10.8,25.1
394591,544,"Fergus Falls, MN",Msa,MN,2022-04-30,0.6,2.9,7.6
395157,545,"Tiffin, OH",Msa,OH,2022-04-30,0.6,2.8,7.9
394582,546,"Fairmont, WV",Msa,WV,2022-04-30,0.7,2.5,6.1
394509,547,"Crossville, TN",Msa,TN,2022-04-30,1.4,6.4,17.0
394977,548,"Picayune, MS",Msa,MS,2022-04-30,0.8,2.7,5.6
394634,549,"Gloversville, NY",Msa,NY,2022-04-30,-0.1,1.6,6.8
753920,550,"Sonora, CA",Msa,CA,2022-04-30,1.3,5.1,10.9
394621,551,"Gaffney, SC",Msa,SC,2022-04-30,1.0,3.6,8.6
394444,552,"Carson City, NV",Msa,NV,2022-04-30,1.2,4.3,13.4
394432,553,"Calhoun, GA",Msa,GA,2022-04-30,1.0,3.8,10.0
394861,554,"Milledgeville, GA",Msa,GA,2022-04-30,0.8,3.2,8.2
395216,555,"Waycross, GA",Msa,GA,2022-04-30,0.9,3.5,9.6
394933,556,"Oil City, PA",Msa,PA,2022-04-30,0.7,3.0,7.0
394721,557,"Jasper, IN",Msa,IN,2022-04-30,0.7,3.1,8.5
394878,558,"Morgan City, LA",Msa,LA,2022-04-30,0.9,2.8,3.4
394551,559,"Eagle Pass, TX",Msa,TX,2022-04-30,0.8,3.2,6.6
394940,560,"Ontario, OR",Msa,OR,2022-04-30,0.8,3.7,12.5
394443,561,"Carlsbad, NM",Msa,NM,2022-04-30,,,-0.3
394967,562,"Payson, AZ",Msa,AZ,2022-04-30,2.3,7.0,19.8
394844,563,"McComb, MS",Msa,MS,2022-04-30,0.5,2.6,5.1
395029,564,"Rochelle, IL",Msa,IL,2022-04-30,2.0,5.5,9.9
395073,565,"Scottsboro, AL",Msa,AL,2022-04-30,0.6,2.9,7.1
394517,566,"Danville, KY",Msa,KY,2022-04-30,0.9,3.3,6.9
394339,567,"Ashland, OH",Msa,OH,2022-04-30,0.8,3.2,8.0
394903,568,"Natchez, MS",Msa,MS,2022-04-30,0.8,3.7,6.8
394652,569,"Greenville, OH",Msa,OH,2022-04-30,0.6,2.9,6.3
394625,570,"Galesburg, IL",Msa,IL,2022-04-30,0.6,2.7,5.0
395204,571,"Warrensburg, MO",Msa,MO,2022-04-30,1.5,3.5,9.9
394737,572,"Kearney, NE",Msa,NE,2022-04-30,0.7,3.1,8.4
394608,573,"Fort Polk South, LA",Msa,LA,2022-04-30,0.7,2.7,3.8
394604,574,"Fort Leonard Wood, MO",Msa,MO,2022-04-30,0.6,2.3,3.4
394632,575,"Glasgow, KY",Msa,KY,2022-04-30,1.0,3.4,7.2
394344,576,"Athens, TN",Msa,TN,2022-04-30,1.5,4.6,10.3
394556,577,"Edwards, CO",Msa,CO,2022-04-30,1.8,5.5,13.7
394592,578,"Fernley, NV",Msa,NV,2022-04-30,1.4,4.5,13.1
394838,579,"Mason City, IA",Msa,IA,2022-04-30,0.6,2.7,6.1
394819,580,"Malone, NY",Msa,NY,2022-04-30,0.8,2.7,6.3
395234,581,"Winona, MN",Msa,MN,2022-04-30,1.3,4.1,8.2
394547,582,"Durango, CO",Msa,CO,2022-04-30,2.2,6.6,14.8
394985,583,"Platteville, WI",Msa,WI,2022-04-30,0.7,3.0,7.4
394650,584,"Greenville, MS",Msa,MS,2022-04-30,,,-5.5
394402,585,"Boone, NC",Msa,NC,2022-04-30,2.8,6.3,14.4
394363,586,"Bartlesville, OK",Msa,OK,2022-04-30,2.4,6.2,10.7
394717,587,"Jacksonville, TX",Msa,TX,2022-04-30,0.8,3.1,7.5
394566,588,"Elko, NV",Msa,NV,2022-04-30,0.9,3.0,6.1
395020,589,"Rexburg, ID",Msa,ID,2022-04-30,0.9,3.8,12.1
395122,590,"St. Marys, GA",Msa,GA,2022-04-30,1.7,5.3,10.8
753911,591,"Ozark, AL",Msa,AL,2022-04-30,0.7,2.8,6.9
394326,592,"Amsterdam, NY",Msa,NY,2022-04-30,0.7,3.0,7.2
394571,593,"Enterprise, AL",Msa,AL,2022-04-30,0.7,2.9,6.7
394963,594,"Paris, TX",Msa,TX,2022-04-30,0.9,3.4,9.6
394742,595,"Kerrville, TX",Msa,TX,2022-04-30,1.9,4.6,6.1
394906,596,"New Castle, IN",Msa,IN,2022-04-30,0.9,3.5,9.2
395097,597,"Sidney, OH",Msa,OH,2022-04-30,0.7,3.1,8.0
394504,598,"Cortland, NY",Msa,NY,2022-04-30,0.7,3.0,6.3
394477,599,"Clinton, IA",Msa,IA,2022-04-30,2.9,5.1,5.3
394527,600,"Del Rio, TX",Msa,TX,2022-04-30,0.7,2.9,6.7
394478,601,"Clovis, NM",Msa,NM,2022-04-30,0.6,2.7,6.8
394919,602,"Norfolk, NE",Msa,NE,2022-04-30,0.8,3.1,8.0
395208,603,"Washington, NC",Msa,NC,2022-04-30,0.9,3.3,8.0
394503,604,"Corsicana, TX",Msa,TX,2022-04-30,1.3,4.1,8.6
394616,605,"Freeport, IL",Msa,IL,2022-04-30,0.6,2.6,5.9
395124,606,"Starkville, MS",Msa,MS,2022-04-30,0.9,3.5,6.0
394427,607,"Burlington, IA",Msa,IA,2022-04-30,0.6,2.5,4.3
394431,608,"Cadillac, MI",Msa,MI,2022-04-30,0.9,3.6,8.7
394336,609,"Ardmore, OK",Msa,OK,2022-04-30,1.4,6.0,12.5
394739,610,"Kendallville, IN",Msa,IN,2022-04-30,0.9,3.6,9.4
394918,611,"Nogales, AZ",Msa,AZ,2022-04-30,0.9,3.3,9.4
394951,612,"Oxford, MS",Msa,MS,2022-04-30,0.9,3.0,6.0
394398,613,"Bogalusa, LA",Msa,LA,2022-04-30,0.7,2.9,4.3
394987,614,"Plymouth, IN",Msa,IN,2022-04-30,0.8,3.2,7.8
394628,615,"Gardnerville Ranchos, NV",Msa,NV,2022-04-30,1.6,6.3,16.6
395144,616,"Tahlequah, OK",Msa,OK,2022-04-30,1.2,3.9,7.8
394817,617,"Madisonville, KY",Msa,KY,2022-04-30,0.8,3.1,6.6
394437,618,"Cañon City, CO",Msa,CO,2022-04-30,1.7,5.8,13.7
395043,619,"Ruston, LA",Msa,LA,2022-04-30,0.8,3.1,6.0
753889,620,"Hillsdale, MI",Msa,MI,2022-04-30,0.8,3.3,8.0
394789,621,"Lewistown, PA",Msa,PA,2022-04-30,0.7,2.9,7.3
395034,622,"Rockingham, NC",Msa,NC,2022-04-30,0.8,3.2,8.4
394990,623,"Ponca City, OK",Msa,OK,2022-04-30,0.4,4.4,10.8
394397,624,"Blytheville, AR",Msa,AR,2022-04-30,0.9,3.6,7.0
395017,625,"Red Wing, MN",Msa,MN,2022-04-30,2.8,7.2,11.7
753918,626,"Shawano, WI",Msa,WI,2022-04-30,0.8,3.1,7.8
394446,627,"Cedar City, UT",Msa,UT,2022-04-30,1.0,3.6,12.0
394375,628,"Bedford, IN",Msa,IN,2022-04-30,0.9,3.4,9.2
394631,629,"Gillette, WY",Msa,WY,2022-04-30,0.4,1.7,3.3
753905,630,"Newport, OR",Msa,OR,2022-04-30,1.6,6.1,15.0
395201,631,"Wapakoneta, OH",Msa,OH,2022-04-30,0.7,3.3,8.5
394695,632,"Huntingdon, PA",Msa,PA,2022-04-30,0.6,3.0,6.6
394377,633,"Bellefontaine, OH",Msa,OH,2022-04-30,0.8,3.5,8.0
394842,634,"McAlester, OK",Msa,OK,2022-04-30,-0.4,1.6,4.5
394391,635,"Blackfoot, ID",Msa,ID,2022-04-30,0.7,3.4,12.3
394883,636,"Moultrie, GA",Msa,GA,2022-04-30,0.7,3.3,8.4
394677,637,"Henderson, NC",Msa,NC,2022-04-30,2.7,5.5,11.6
394482,638,"Coldwater, MI",Msa,MI,2022-04-30,0.7,3.3,8.4
394667,639,"Harrison, AR",Msa,AR,2022-04-30,0.8,3.6,8.7
395037,640,"Rolla, MO",Msa,MO,2022-04-30,0.6,2.9,6.8
395091,641,"Shelbyville, TN",Msa,TN,2022-04-30,1.0,5.4,18.9
394545,643,"Duncan, OK",Msa,OK,2022-04-30,0.7,2.8,5.9
753904,644,"Marion, NC",Msa,NC,2022-04-30,1.1,3.5,8.8
394785,645,"Lewisburg, PA",Msa,PA,2022-04-30,0.7,3.1,7.1
395008,646,"Pullman, WA",Msa,WA,2022-04-30,0.9,3.3,8.8
395155,647,"Thomasville, GA",Msa,GA,2022-04-30,0.8,3.3,7.7
394379,648,"Bemidji, MN",Msa,MN,2022-04-30,0.6,2.9,7.1
394887,649,"Mount Sterling, KY",Msa,KY,2022-04-30,0.9,3.4,7.3
394947,650,"Ottumwa, IA",Msa,IA,2022-04-30,0.5,2.4,4.3
394954,651,"Pahrump, NV",Msa,NV,2022-04-30,1.7,4.7,14.4
394850,652,"Menomonie, WI",Msa,WI,2022-04-30,0.7,3.1,7.6
395083,653,"Selma, AL",Msa,AL,2022-04-30,0.4,2.8,5.9
395032,654,"Rock Springs, WY",Msa,WY,2022-04-30,0.6,2.8,6.6
394424,655,"Bucyrus, OH",Msa,OH,2022-04-30,0.7,2.6,6.3
394409,656,"Bradford, PA",Msa,PA,2022-04-30,0.8,3.7,7.9
753865,657,"Bardstown, KY",Msa,KY,2022-04-30,1.7,5.3,10.9
394500,658,"Cornelia, GA",Msa,GA,2022-04-30,1.0,3.9,10.1
394426,659,"Burley, ID",Msa,ID,2022-04-30,0.9,4.0,12.3
394654,660,"Greenwood, MS",Msa,MS,2022-04-30,-0.3,1.4,4.4
394384,661,"Big Rapids, MI",Msa,MI,2022-04-30,0.7,3.3,8.1
394993,662,"Poplar Bluff, MO",Msa,MO,2022-04-30,0.7,2.6,5.1
394895,663,"Muscatine, IA",Msa,IA,2022-04-30,0.4,2.4,5.1
394319,664,"Alma, MI",Msa,MI,2022-04-30,0.9,3.3,7.9
394548,665,"Durant, OK",Msa,OK,2022-04-30,0.7,2.9,7.4
395087,666,"Seymour, IN",Msa,IN,2022-04-30,0.8,3.5,8.4
394538,667,"Douglas, GA",Msa,GA,2022-04-30,0.8,3.2,7.9
395228,668,"Willmar, MN",Msa,MN,2022-04-30,0.7,2.9,7.0
394349,669,"Auburn, IN",Msa,IN,2022-04-30,1.8,5.6,13.2
395081,670,"Sedalia, MO",Msa,MO,2022-04-30,1.2,4.0,10.4
394961,671,"Paragould, AR",Msa,AR,2022-04-30,0.8,3.3,8.1
395230,672,"Wilmington, OH",Msa,OH,2022-04-30,0.9,3.8,9.4
394779,673,"Lawrenceburg, TN",Msa,TN,2022-04-30,2.4,6.2,12.1
395203,674,"Warren, PA",Msa,PA,2022-04-30,0.7,3.1,6.8
394560,675,"El Dorado, AR",Msa,AR,2022-04-30,0.7,2.7,6.6
394891,677,"Mountain Home, AR",Msa,AR,2022-04-30,0.7,3.3,7.7
394448,678,"Cedartown, GA",Msa,GA,2022-04-30,1.0,4.1,11.5
